series_id,segment,rfm_score
BOGZ1FA413065533A,Lost,3.0
BOGZ1LM754022005A,Lost,3.0
ROWNIBA027N,Lost,3.0
BOGZ1FA313065673A,Lost,3.0
BOGZ1FU313063763Q,Lost,4.0
BOGZ1FU343061123Q,Lost,4.0
BOGZ1FU313063763A,Lost,3.0
BOGZ1FA413065433Q,Lost,4.0
BOGZ1FU413065433Q,Lost,4.0
BOGZ1FU753192003Q,Lost,4.0
BOGZ1FU343061123A,Lost,3.0
BOGZ1FA343061123A,Lost,3.0
BOGZ1FU734090003A,Lost,3.0
BOGZ1FA734090003Q,Lost,4.0
BOGZ1FU734090003Q,Lost,4.0
BOGZ1FL763066143A,Lost,3.0
BOGZ1FL763065100A,Lost,3.0
BOGZ1FL763066443A,Lost,3.0
BOGZ1FA413065433A,Lost,3.0
BOGZ1FA753192003A,Lost,3.0
BOGZ1FU753192003A,Lost,3.0
FGCBCBA027N,Lost,3.0
WSTTS,Lost,6.0
STDTNS,Lost,5.0
WSTTN,Lost,6.0
CORSFRMOBN,Lost,4.0
BOGZ1FU763092610Q,Lost,4.0
BOGZ1FU763092610A,Lost,3.0
EAZNXSLNQ,Loyal,8.0
X08TDCBMBSGA,Loyal,7.0
X08TDCBMBTNM,Loyal,7.0
X08IOACBINY,Loyal,7.0
CORLFRT100S,Loyal,8.0
BOGZ1FA794100005A,Loyal,7.0
BOGZ1FL754090005A,Loyal,7.0
ESOOXSSNQ,Loyal,8.0
EPOLNQ,Loyal,8.0
EE10000PXDBNQ,Loyal,8.0
X08CBNMBIKY,Loyal,7.0
X08CBNMBIMA,Loyal,7.0
BOGZ1FA713068763Q,Loyal,8.0
X08TDABDC,Loyal,7.0
CBUSCCBTCMAHDFS,Loyal,8.0
COROCLOBS,Loyal,8.0
EU1T99XFBNQ,Loyal,8.0
ETZXFBNQ,Loyal,8.0
EERPRXSSNQ,Loyal,8.0
EEAXDBNQ,Loyal,8.0
EATP91T365DNQ,Loyal,8.0
EAZOXFBNQ,Loyal,8.0
BOGZ1FA284116005Q,Loyal,8.0
EAROTXFBNQ,Loyal,8.0
EPRPRXFBNQ,Loyal,8.0
EEZONQ,Loyal,8.0
X08CBNMBINC,Loyal,7.0
ERFXDBNQ,Loyal,8.0
X08TDCBNMBICO,Loyal,7.0
X08TDCBNMBIMT,Loyal,7.0
X08TDCBNMBICT,Loyal,7.0
FBOUSLA,Loyal,8.0
BOGZ1FL413065133Q,Loyal,8.0
BOGZ1FA753065005Q,Loyal,8.0
BOGZ1FU753193003Q,Loyal,8.0
CORSRET100N,Loyal,8.0
BOGZ1FL743139123Q,Loyal,8.0
NCOALLLFROB,Loyal,8.0
BOGZ1FA753068405A,Loyal,7.0
ETZNXFBNQ,Loyal,8.0
ESSONQ,Loyal,8.0
ES100T999XFBNQ,Loyal,8.0
EDAXSSNQ,Loyal,8.0
BOGZ1FL753030003Q,Loyal,8.0
BOGZ1FA754023005A,Loyal,7.0
BOGZ1FU313065173Q,Loyal,8.0
BOGZ1FR413065133Q,Loyal,8.0
CORFLT100N,Loyal,8.0
BOGZ1LM753061103Q,Loyal,8.0
BOGZ1FA283092605A,Loyal,7.0
EUAMXFBNQ,Loyal,8.0
NCOALLSREACB,Loyal,8.0
EPAMXFBNQ,Loyal,8.0
BOGZ1FA103169763A,Loyal,7.0
BOGZ1FL763194735Q,Loyal,8.0
CORLAGT100S,Loyal,8.0
CORLAGOBS,Loyal,8.0
BOGZ1FA745013033A,Loyal,7.0
EDALXSLNQ,Loyal,8.0
BOGZ1FL753127005Q,Loyal,8.0
BOGZ1FR754022005A,Loyal,7.0
BOGZ1FA754022005A,Loyal,7.0
BOGZ1FU753065603Q,Loyal,8.0
BOGZ1FA753169175A,Loyal,7.0
BOGZ1FL282050005Q,Loyal,8.0
EEBNQ,Loyal,8.0
BOGZ1FA313065173Q,Loyal,8.0
NCOALLSCRELEXFACB,Loyal,8.0
NCOALLSFREACB,Loyal,8.0
WMMIFF,Loyal,10.0
SITCMAHDFS,Loyal,8.0
SITCMDODFS,Loyal,8.0
BOGZ1LM343064125Q,Loyal,8.0
X08TDMSBNIIN,Loyal,7.0
X08MSBINY,Loyal,7.0
X08TDMSBIWA,Loyal,7.0
BOGZ1FL753065403A,Loyal,7.0
X14NICBUD,Loyal,7.0
BOGZ1FA763065243Q,Loyal,8.0
BOGZ1FR763066443A,Loyal,7.0
BOGZ1FR763066243Q,Loyal,8.0
BOGZ1FL734090003Q,Loyal,8.0
BOGZ1FR753065403A,Loyal,7.0
X03LIL,Loyal,9.0
X06LIL,Loyal,9.0
BOGZ1FA763068223Q,Loyal,8.0
BOGZ1FR756330053A,Loyal,7.0
X03LIIUSGO,Loyal,9.0
BOGZ1FA755013005A,Loyal,7.0
X10INCBDDO5L,Loyal,9.0
BOGZ1FR753068223A,Loyal,7.0
X08TDCBNMBTWV,Loyal,7.0
X08IOMBISD,Loyal,7.0
EVTP365PDNQ,Loyal,8.0
X08TDCBNMBISC,Loyal,7.0
EULLXDBNQ,Loyal,8.0
EMLXSSNQ,Loyal,8.0
EMLLXSSNQ,Loyal,8.0
ALLQ48BRBUNR,Loyal,8.0
EPLNXFBNQ,Loyal,8.0
OTCDQ50GDSNR,Loyal,8.0
MDOTHMFICBTPNNRP,Loyal,8.0
ESLLXFBNQ,Loyal,8.0
BOGZ1FU753068213Q,Loyal,8.0
X10AMBTODC,Loyal,9.0
NCOALLSRE1FRMACB,Loyal,8.0
X10AICBTODC,Loyal,9.0
FLFRBCINGSP,Loyal,7.0
X10AICBTODNYC,Loyal,9.0
X10INCBTODNYC,Loyal,9.0
BOGZ1FL754010005Q,Lost,4.0
BOGZ1FU313064173A,Lost,3.0
BOGZ1FA313064173A,Lost,3.0
CORLFRT100N,Lost,4.0
BOGZ1FU794100005A,Lost,3.0
BOGZ1FU754016205A,Lost,3.0
BOGZ1FU753093005A,Lost,3.0
BOGZ1FL753130005A,Lost,3.0
BOGZ1FL753092605A,Lost,3.0
BOGZ1FU752050005A,Lost,3.0
BOGZ1FR752050005A,Lost,3.0
GDTSDCBM,Lost,5.0
BOGZ1FA284135125A,Lost,3.0
BOGZ1FU284135125A,Lost,3.0
BOGZ1FL663168063A,Lost,3.0
BOGZ1FU713068763Q,Lost,4.0
COROCLOBN,Lost,4.0
BOGZ1FU753068405Q,Lost,4.0
BOGZ1FA753068405Q,Lost,4.0
MDTADSADNBNWM,Lost,6.0
BOGZ1FR343099005Q,Lost,4.0
BOGZ1FU284116005Q,Lost,4.0
BOGZ1FA754023005Q,Lost,4.0
BOGZ1FR753069603Q,Lost,4.0
BOGZ1FL753065005Q,Lost,4.0
BOGZ1FL754010005A,Lost,3.0
BOGZ1FU283192605Q,Lost,4.0
BOGZ1FA283192605Q,Lost,4.0
BOGZ1FU283092605Q,Lost,4.0
BOGZ1FA283130763Q,Lost,4.0
BOGZ1FU283130763Q,Lost,4.0
M1474CUSM027SNBR,Lost,5.0
BOGZ1FA103169763Q,Lost,4.0
BOGZ1FU103169763Q,Lost,4.0
BOGZ1FA713068763A,Lost,3.0
BOGZ1FU713068763A,Lost,3.0
BOGZ1FL313065173Q,Lost,4.0
BOGZ1FL754023005A,Lost,3.0
BOGZ1FU753065005Q,Lost,4.0
BOGZ1FA753193003Q,Lost,4.0
BOGZ1FU753064103Q,Lost,4.0
BOGZ1FA753064103Q,Lost,4.0
CORSRET100S,Lost,4.0
BOGZ1FU745013033Q,Lost,4.0
BOGZ1FA745013033Q,Lost,4.0
BOGZ1FA753139103Q,Lost,4.0
BOGZ1FU753139103Q,Lost,4.0
BOGZ1FU753068405A,Lost,3.0
BOGZ1FR343099005A,Lost,3.0
BOGZ1FU284116005A,Lost,3.0
BOGZ1FA284116005A,Lost,3.0
BOGZ1FU754023005A,Lost,3.0
BOGZ1FU413065133Q,Lost,4.0
BOGZ1FR754022005Q,Lost,4.0
BOGZ1FA754022005Q,Lost,4.0
BOGZ1FU754022005Q,Lost,4.0
BOGZ1FR753069603A,Lost,3.0
BOGZ1FL753065005A,Lost,3.0
BOGZ1FU754110005Q,Lost,4.0
BOGZ1FA754110005Q,Lost,4.0
CORFLT100S,Lost,4.0
CORFLOBN,Lost,4.0
CORFLOBS,Lost,4.0
BOGZ1FA283192605A,Lost,3.0
BOGZ1FU283192605A,Lost,3.0
BOGZ1FU283092605A,Lost,3.0
BOGZ1FU753061703Q,Lost,4.0
BOGZ1FA753061703Q,Lost,4.0
BOGZ1FU283130763A,Lost,3.0
BOGZ1FA663194503Q,Lost,4.0
BOGZ1FU663194503Q,Lost,4.0
BOGZ1FU103169763A,Lost,3.0
BOGZ1FL313065173A,Lost,3.0
BOGZ1FL413065133A,Lost,3.0
BOGZ1FU753065005A,Lost,3.0
BOGZ1FA753065005A,Lost,3.0
BOGZ1FA753193003A,Lost,3.0
BOGZ1FU753193003A,Lost,3.0
BOGZ1FU753064103A,Lost,3.0
BOGZ1FA753169175Q,Lost,4.0
BOGZ1FU753169175Q,Lost,4.0
CORLAGT100N,Lost,4.0
CORLAGOBN,Lost,4.0
BOGZ1FL743139123A,Lost,3.0
BOGZ1FU745013033A,Lost,3.0
BOGZ1FA753139103A,Lost,3.0
BOGZ1FU753139103A,Lost,3.0
BOGZ1FU745000005Q,Lost,4.0
BOGZ1FA745000005Q,Lost,4.0
BOGZ1FL753135263Q,Lost,4.0
BOGZ1FL413065633Q,Lost,4.0
BOGZ1FL753030003A,Lost,3.0
BOGZ1FU313065173A,Lost,3.0
BOGZ1FU413065133A,Lost,3.0
BOGZ1FR413065133A,Lost,3.0
BOGZ1FU754022005A,Lost,3.0
BOGZ1FA753065603Q,Lost,4.0
BOGZ1FU754110005A,Lost,3.0
BOGZ1FA754110005A,Lost,3.0
BOGZ1LM753061103A,Lost,3.0
BOGZ1FA753061703A,Lost,3.0
BOGZ1FU753061703A,Lost,3.0
BOGZ1FU663194503A,Lost,3.0
BOGZ1FA663194503A,Lost,3.0
BOGZ1FA413065633Q,Lost,4.0
BOGZ1FL763194735A,Lost,3.0
BOGZ1FU745000005A,Lost,3.0
BOGZ1FA745000005A,Lost,3.0
BOGZ1FL753135263A,Lost,3.0
BOGZ1FA413065133Q,Lost,4.0
BOGZ1FL413065633A,Lost,3.0
BOGZ1FL753127005A,Lost,3.0
BOGZ1FA753065603A,Lost,3.0
BOGZ1FU753065603A,Lost,3.0
BOGZ1FR673069513Q,Lost,4.0
BOGZ1FU413065633A,Lost,3.0
BOGZ1FA413065633A,Lost,3.0
BOGZ1FL282050005A,Lost,3.0
BCNSDODNS,Champions,12.0
TCMILBSNNCB,Champions,12.0
BOGZ1FL104104005A,Champions,11.0
BOGZ1LA104104005A,Champions,9.0
NCBCMDPMVCE,Champions,12.0
BOGZ1FL104104016A,Champions,11.0
NCBDBIQ027S,Champions,12.0
NCBDBIA027N,Champions,9.0
TDSAMRIAONCUS,Champions,12.0
NCBCMDPNWMV,Champions,12.0
PCE,Champions,13.0
DPCCRV1Q225SBEA,Champions,12.0
DPCCRV1A225NBEA,Champions,11.0
PCECTPI,Champions,12.0
PCEPI,Champions,13.0
PCEC,Champions,12.0
DPCERG3A086NBEA,Champions,11.0
PCECA,Champions,11.0
NA000349Q,Champions,12.0
NC000349Q,Champions,12.0
PCEC96,Champions,13.0
PCECC96,Champions,12.0
DPCERL1Q225SBEA,Champions,12.0
PCECCA,Champions,11.0
PCEPILFE,Champions,13.0
DPCERAM1M225NBEA,Champions,13.0
DPCERO1Q156NBEA,Champions,12.0
ND000349Q,Champions,12.0
DPCERL1A225NBEA,Champions,11.0
OB000349Q,Champions,12.0
NB000349Q,Champions,10.0
PCETRIM12M159SFRBDAL,Champions,13.0
PCETRIM1M158SFRBDAL,Champions,13.0
PCETRIM6M680SFRBDAL,Champions,13.0
BPCCRO1Q156NBEA,Champions,12.0
DPCCRG3A086NBEA,Champions,11.0
PCEDG,Champions,13.0
DPCERE1Q156NBEA,Champions,12.0
PCES,Champions,13.0
PCDG,Champions,12.0
PCEND,Champions,13.0
DPCERE1A156NBEA,Champions,11.0
PCDGA,Champions,11.0
NA000346Q,Champions,10.0
NC000346Q,Champions,10.0
PCESV,Champions,12.0
PCESVA,Champions,9.0
NA000350Q,Champions,10.0
PCND,Champions,12.0
NC000350Q,Champions,10.0
PCEDGC96,Champions,13.0
PCDGCC96,Champions,12.0
PCNDA,Champions,9.0
NA000348Q,Champions,10.0
NC000348Q,Champions,10.0
ND000346Q,Champions,12.0
OB000346Q,Champions,10.0
PCDGCCA,Champions,9.0
NB000346Q,Champions,10.0
PCESC96,Champions,13.0
PCESVC96,Champions,12.0
DGDSRX1,Champions,13.0
DSERRAM1M225NBEA,Champions,11.0
ND000350Q,Champions,10.0
PCESVCA,Champions,9.0
DSERRO1Q156NBEA,Champions,10.0
DSERRL1Q225SBEA,Champions,10.0
OB000350Q,Champions,10.0
NB000350Q,Loyal,8.0
DSERRL1A225NBEA,Lost,3.0
DGDSRX1Q020SBEA,Champions,12.0
DGDSRL1Q225SBEA,Champions,10.0
DGDSRAM1M225NBEA,Champions,11.0
DGDSRO1Q156NBEA,Champions,10.0
DGDSRX1A020NBEA,Champions,9.0
ND000347Q,Champions,10.0
NB000347Q,Loyal,8.0
DGDSRL1A225NBEA,Lost,3.0
OB000347Q,Lost,4.0
PCENDC96,Champions,13.0
PCNDGC96,Champions,12.0
A794RX0Q048SBEA,Champions,12.0
DPCERD3Q086SBEA,Champions,12.0
OB000348Q,Champions,10.0
ND000348Q,Champions,10.0
PCNDGCA,Loyal,7.0
NB000348Q,Lost,4.0
DPCERD3A086NBEA,Champions,11.0
IA001260M,Champions,13.0
PC001260Q,Champions,12.0
PC001260A,Champions,9.0
YC001177Q,Champions,10.0
IA001260Q,Champions,10.0
IA001260A,Loyal,7.0
DGDSRC1,Champions,13.0
DFXARC1M027SBEA,Champions,13.0
DGDSRC1Q027SBEA,Champions,12.0
DGDSRC1A027NBEA,Champions,9.0
PCECTPICTM,Champions,11.0
NA000347Q,Loyal,8.0
NC000347Q,Lost,4.0
DPCERY2Q224SBEA,Champions,12.0
PCENOW,Champions,12.0
DHLCRC1Q027SBEA,Champions,12.0
A794RC0Q052SBEA,Champions,12.0
A794RC0A052NBEA,Champions,11.0
DHLCRC1A027NBEA,Champions,9.0
DPCERY2A224NBEA,Champions,9.0
DPCCRC1M027SBEA,Champions,13.0
DPCCRC1A027NBEA,Champions,9.0
DPCCRC1Q027SBEA,Champions,10.0
USPCE,Champions,11.0
DCAFRC1A027NBEA,Champions,11.0
DFDHRC1Q027SBEA,Champions,12.0
DSERRG3M086SBEA,Champions,13.0
DFXARX1M020SBEA,Champions,13.0
DFXARAM1M225NBEA,Champions,13.0
DFDHRC1A027NBEA,Champions,9.0
DSERRG3Q086SBEA,Champions,10.0
DSERRV1Q225SBEA,Champions,10.0
DSERRG3A086NBEA,Lost,3.0
DSERRV1A225NBEA,Lost,3.0
DGDSRG3M086SBEA,Champions,13.0
DGAMRC1A027NBEA,Champions,11.0
DHUTRC1Q027SBEA,Champions,12.0
DNRGRC1M027SBEA,Champions,13.0
DDURRG3M086SBEA,Champions,13.0
DGDSRG3Q086SBEA,Champions,10.0
DGDSRV1Q225SBEA,Champions,10.0
DGDSRG3A086NBEA,Lost,3.0
DGDSRV1A225NBEA,Lost,3.0
JCXFE,Champions,12.0
DHUTRC1A027NBEA,Champions,9.0
DDURRG3Q086SBEA,Champions,10.0
DNRGRC1Q027SBEA,Champions,10.0
DNRGRC1A027NBEA,Loyal,7.0
DDURRG3A086NBEA,Loyal,7.0
DPETRC1A027NBEA,Champions,11.0
DHLCRG3Q086SBEA,Champions,12.0
DHLCRG3A086NBEA,Champions,9.0
DRCARC1Q027SBEA,Champions,12.0
DMOTRC1Q027SBEA,Champions,12.0
DPCERA3M086SBEA,Champions,13.0
DTENRG3A086NBEA,Champions,11.0
DPCERA3Q086SBEA,Champions,10.0
DRCARC1A027NBEA,Champions,9.0
IA001176M,Champions,13.0
DMOTRC1A027NBEA,Champions,9.0
DPCERA3A086NBEA,Loyal,7.0
IA001176Q,Champions,10.0
IA001176A,Lost,3.0
DNDGRG3M086SBEA,Champions,13.0
DNDGRG3Q086SBEA,Champions,10.0
A796RX0Q048SBEA,Champions,12.0
DNDGRG3A086NBEA,Loyal,7.0
DFSARC1Q027SBEA,Champions,12.0
DFXARC1Q027SBEA,Champions,12.0
DFXARC1A027NBEA,Champions,9.0
DFSARC1A027NBEA,Champions,9.0
DFSARX1Q020SBEA,Champions,12.0
DPHCRC1A027NBEA,Champions,11.0
DFSARX1A020NBEA,Lost,3.0
DJRYRC1A027NBEA,Champions,11.0
DHSGRC0,Champions,12.0
DCLORC1Q027SBEA,Champions,12.0
DCLORC1A027NBEA,Champions,9.0
DLIGRC1A027NBEA,Champions,11.0
DTENRC1A027NBEA,Champions,11.0
DMINRC1A027NBEA,Champions,11.0
DGOERC1Q027SBEA,Champions,12.0
DDURRA3M086SBEA,Champions,13.0
DNDGRA3M086SBEA,Champions,13.0
DNDGRA3Q086SBEA,Champions,10.0
DDURRA3Q086SBEA,Champions,10.0
DNDGRA3A086NBEA,Champions,9.0
DDURRA3A086NBEA,Loyal,7.0
DGOERC1A027NBEA,Loyal,7.0
DFXARG3M086SBEA,Champions,13.0
DREQRC1Q027SBEA,Champions,12.0
DREQRC1A027NBEA,Champions,9.0
DAOPRC1A027NBEA,Champions,11.0
CAPCE,Champions,11.0
DAITRC1A027NBEA,Champions,11.0
DTFDRX1A020NBEA,Champions,11.0
DHLCRX1Q020SBEA,Champions,12.0
DTRSRC1Q027SBEA,Champions,12.0
DHUTRG3Q086SBEA,Champions,12.0
DSERRA3Q086SBEA,Champions,12.0
DSERRA3M086SBEA,Champions,11.0
DHLCRX1A020NBEA,Loyal,7.0
DTRSRC1A027NBEA,Loyal,7.0
DSERRA3A086NBEA,Lost,3.0
DHUTRG3A086NBEA,Lost,3.0
DODRRC1A027NBEA,Champions,11.0
DFDHRX1Q020SBEA,Champions,12.0
DVMRRC1A027NBEA,Champions,11.0
DLIGRX1A020NBEA,Champions,11.0
DSPERC1A027NBEA,Champions,11.0
DGARRA3A086NBEA,Champions,11.0
DPCRRC1A027NBEA,Champions,11.0
DPCERX1A020NBEA,Champions,11.0
DDURRL1Q225SBEA,Champions,12.0
DDURRO1Q156NBEA,Champions,10.0
DDURRAM1M225NBEA,Champions,11.0
DFDHRX1A020NBEA,Loyal,7.0
DDURRL1A225NBEA,Loyal,7.0
DPCERL1M225NBEA,Loyal,9.0
DFFFRC1A027NBEA,Champions,11.0
DFHHRC1A027NBEA,Champions,11.0
DDENRC1A027NBEA,Champions,11.0
DRCARX1Q020SBEA,Champions,12.0
DSERRE1Q156NBEA,Champions,12.0
DNRGRG3M086SBEA,Champions,13.0
DPCERV1Q225SBEA,Champions,10.0
BPCERO1Q156NBEA,Champions,10.0
DSERRE1A156NBEA,Champions,9.0
DPCERV1A225NBEA,Loyal,7.0
DNRGRG3A086NBEA,Loyal,7.0
DRCARX1A020NBEA,Loyal,7.0
DNRGRG3Q086SBEA,Lost,4.0
EMVMACROCONSUME,Champions,13.0
A136RC1Q027SBEA,Champions,12.0
A797RX0Q048SBEA,Champions,12.0
DSPGRC1A027NBEA,Champions,11.0
DHAPRC1A027NBEA,Champions,11.0
A136RC1A027NBEA,Lost,3.0
DORSRC1A027NBEA,Champions,11.0
DGDSRY2Q224SBEA,Champions,12.0
DNDGRAM1M225NBEA,Champions,11.0
DNDGRO1Q156NBEA,Champions,10.0
DNDGRL1Q225SBEA,Champions,10.0
DNDGRL1A225NBEA,Loyal,7.0
DGDSRY2A224NBEA,Lost,3.0
MEDCPIM158SFRBCLE,Champions,13.0
DHINRC1A027NBEA,Champions,11.0
DMOTRX1Q020SBEA,Champions,12.0
DPNPRC1A027NBEA,Champions,11.0
DCLORX1Q020SBEA,Champions,12.0
PCECONTRIBNOW,Champions,12.0
NYPCE,Champions,11.0
DACCRC1A027NBEA,Champions,11.0
DPCCRX1M020SBEA,Champions,11.0
DIFSRC1Q027SBEA,Champions,10.0
DMOTRX1A020NBEA,Loyal,7.0
DPCCRX1Q020SBEA,Loyal,8.0
DCLORX1A020NBEA,Loyal,7.0
DIFSRC1A027NBEA,Loyal,7.0
DPCCRX1A020NBEA,Lost,3.0
DGAMRX1A020NBEA,Champions,9.0
DOWNRC1A027NBEA,Champions,9.0
DELCRC1A027NBEA,Champions,9.0
DPETRX1A020NBEA,Champions,9.0
DPCMRC1M027SBEA,Champions,11.0
DDURRE1Q156NBEA,Champions,10.0
DNRGRX1M020SBEA,Champions,11.0
DPCMRC1A027NBEA,Loyal,7.0
DDURRE1A156NBEA,Loyal,7.0
DNRGRAM1M225NBEA,Loyal,9.0
DPCMRC1Q027SBEA,Lost,4.0
DNRGRX1A020NBEA,Lost,3.0
DNRGRX1Q020SBEA,Lost,4.0
MEDCPIM159SFRBCLE,Champions,13.0
DFXARG3Q086SBEA,Champions,10.0
DFXARX1Q020SBEA,Champions,10.0
A137RC1Q027SBEA,Champions,10.0
DGDSRD3Q086SBEA,Champions,10.0
DHUTRV1Q225SBEA,Champions,10.0
DFTRRC1A027NBEA,Champions,9.0
DHUTRX1Q020SBEA,Champions,10.0
DHSGRG3A086NBEA,Champions,9.0
DTOORC1A027NBEA,Champions,9.0
DMINRG3A086NBEA,Champions,9.0
DAPPRC1A027NBEA,Champions,9.0
MEDCPIM094SFRBCLE,Champions,13.0
DFXARX1A020NBEA,Champions,9.0
MEDCPIM157SFRBCLE,Champions,13.0
DFXARG3A086NBEA,Loyal,7.0
DHUTRX1A020NBEA,Loyal,7.0
A137RC1A027NBEA,Lost,3.0
DGDSRD3A086NBEA,Lost,3.0
DHUTRV1A225NBEA,Lost,3.0
DMVPRC1A027NBEA,Champions,9.0
DTFDRC1A027NBEA,Champions,9.0
DTEDRC1A027NBEA,Champions,9.0
A795RX0Q048SBEA,Champions,10.0
DNFTRC1A027NBEA,Champions,9.0
DIFSRG3Q086SBEA,Champions,10.0
DTINRC1A027NBEA,Champions,9.0
DIPERC1A027NBEA,Champions,9.0
DPETRG3A086NBEA,Champions,9.0
DFXARA3M086SBEA,Champions,11.0
DMFLRA3A086NBEA,Champions,9.0
LA001260M,Champions,11.0
LA001260A,Loyal,7.0
DIFSRG3A086NBEA,Lost,3.0
LA001260Q,Lost,4.0
DFSERC1A027NBEA,Champions,9.0
DDURRD3Q086SBEA,Champions,10.0
DJRYRG3A086NBEA,Champions,9.0
DORIRX1A020NBEA,Champions,9.0
AB67RX1Q020SBEA,Champions,10.0
FLPCE,Champions,9.0
DGALRC1A027NBEA,Champions,9.0
DINTRC1A027NBEA,Champions,9.0
DPCERGM1M225SBEA,Champions,11.0
NYPCEPC,Champions,9.0
DLIGRA3A086NBEA,Champions,9.0
DMDFRC1A027NBEA,Champions,9.0
DSERRD3Q086SBEA,Champions,10.0
DPCMRG3M086SBEA,Champions,11.0
DMOTRG3Q086SBEA,Champions,10.0
DGDSRE1A156NBEA,Champions,9.0
DGDSRE1Q156NBEA,Champions,10.0
DDURRD3A086NBEA,Lost,3.0
AB67RX1A020NBEA,Lost,3.0
DSERRD3A086NBEA,Lost,3.0
DPCMRG3Q086SBEA,Lost,4.0
DPCMRG3A086NBEA,Lost,3.0
DMOTRG3A086NBEA,Lost,3.0
DPHCRX1A020NBEA,Champions,9.0
DHCERC1Q027SBEA,Champions,10.0
DFURRC1A027NBEA,Champions,9.0
CAPCEPC,Champions,9.0
DMOVRC1A027NBEA,Champions,9.0
NJPCE,Champions,9.0
DAITRG3A086NBEA,Champions,9.0
DHEDRG3A086NBEA,Champions,9.0
DNDGRD3Q086SBEA,Champions,10.0
DGOERG3Q086SBEA,Champions,10.0
DFSARG3Q086SBEA,Champions,10.0
DFDHRG3Q086SBEA,Champions,10.0
DVAPRC1A027NBEA,Champions,9.0
DCLORG3Q086SBEA,Champions,10.0
DFTWRC1A027NBEA,Champions,9.0
DTCSRC1A027NBEA,Champions,9.0
DWRSRC1A027NBEA,Champions,9.0
DSERRY2Q224SBEA,Champions,10.0
DONGRC1Q027SBEA,Champions,10.0
DRRLRC1A027NBEA,Champions,9.0
DFORRC1A027NBEA,Champions,9.0
DJRYRX1A020NBEA,Champions,9.0
DPHMRC1A027NBEA,Champions,9.0
DMSCRA3A086NBEA,Champions,9.0
DOWNRG3A086NBEA,Champions,9.0
DODGRC1Q027SBEA,Champions,10.0
DTRSRX1Q020SBEA,Champions,10.0
DHUTRY2Q224SBEA,Champions,10.0
DREQRX1Q020SBEA,Champions,10.0
DRCARG3Q086SBEA,Champions,10.0
AB67RC1A027NBEA,Champions,9.0
DODGRC1A027NBEA,Loyal,7.0
AB67RC1Q027SBEA,Loyal,8.0
DHCERC1A027NBEA,Lost,3.0
DNDGRD3A086NBEA,Lost,3.0
DGOERG3A086NBEA,Lost,3.0
DFSARG3A086NBEA,Lost,3.0
DFDHRG3A086NBEA,Lost,3.0
DCLORG3A086NBEA,Lost,3.0
DSERRY2A224NBEA,Lost,3.0
DONGRC1A027NBEA,Lost,3.0
DTRSRX1A020NBEA,Lost,3.0
DHUTRY2A224NBEA,Lost,3.0
DREQRX1A020NBEA,Lost,3.0
DRCARG3A086NBEA,Lost,3.0
DAOPRA3A086NBEA,Champions,9.0
DHLTRC1A027NBEA,Champions,9.0
DHSGRC1A027NBEA,Champions,9.0
DNPIRC1Q027SBEA,Champions,10.0
DPMBRC1A027NBEA,Champions,9.0
DXHLRC1A027NBEA,Champions,9.0
DFXARA3Q086SBEA,Champions,10.0
DGOERX1Q020SBEA,Champions,10.0
DNDGRE1Q156NBEA,Champions,10.0
IDPCEVEH,Champions,9.0
DIPERG3A086NBEA,Champions,9.0
DCLTRC1A027NBEA,Champions,9.0
DEGFRG3A086NBEA,Champions,9.0
DHHCRC1A027NBEA,Champions,9.0
DDURRY2Q224SBEA,Champions,10.0
DGDSRZ2Q224SBEA,Champions,10.0
DRBKRC1A027NBEA,Champions,9.0
A796RC0Q052SBEA,Champions,10.0
DHLTRG3A086NBEA,Champions,9.0
DTOBRC1A027NBEA,Champions,9.0
FLPCEPCHLTHCARE,Champions,9.0
DORIRC1A027NBEA,Champions,9.0
NCPCE,Champions,9.0
DPERRC1A027NBEA,Champions,9.0
DAOPRX1A020NBEA,Champions,9.0
AGDSRX0Q048SBEA,Champions,10.0
DVPIRC1A027NBEA,Champions,9.0
IDPCEFUR,Champions,9.0
LB001260M,Champions,11.0
HNOPCEQ027S,Champions,10.0
DPCCRA3M086SBEA,Champions,11.0
AB61RC1Q027SBEA,Champions,10.0
DPCMRX1M020SBEA,Champions,11.0
DPCCRA3Q086SBEA,Loyal,8.0
DNPIRL1Q225SBEA,Loyal,8.0
DNPIRX1Q020SBEA,Loyal,8.0
AB61RC1A027NBEA,Loyal,7.0
DREQRA3A086NBEA,Loyal,7.0
DREQRA3Q086SBEA,Loyal,8.0
DNPIRC1A027NBEA,Lost,3.0
PB001260Q,Lost,4.0
LB001260Q,Lost,4.0
LB001260A,Lost,3.0
PB001260A,Lost,3.0
HNOPCEA027N,Lost,3.0
BOGZ1FU156901001A,Lost,3.0
BOGZ1FU156901001Q,Lost,4.0
DFXARA3A086NBEA,Lost,3.0
DGOERX1A020NBEA,Lost,3.0
DNDGRE1A156NBEA,Lost,3.0
DPCCRA3A086NBEA,Lost,3.0
DNPIRL1A225NBEA,Lost,3.0
DNPIRX1A020NBEA,Lost,3.0
DDURRY2A224NBEA,Lost,3.0
DGDSRZ2A224NBEA,Lost,3.0
A796RC0A052NBEA,Lost,3.0
DPCMRX1A020NBEA,Lost,3.0
DPCMRX1Q020SBEA,Lost,4.0
DODGRL1Q225SBEA,Champions,10.0
IDPCERECGD,Champions,9.0
